urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:relative,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:rainfall,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:wind:velocity,urn:ogc:def:parameter:x-istsos:1.0:meteo:solar:radiation
2015-04-07T15:00:00.000000+0100,39.900000,0.000000,4.000000,2.000000,415.000000
2015-04-07T16:00:00.000000+0100,42.500000,0.000000,4.000000,1.000000,90.000000
2015-04-07T17:00:00.000000+0100,47.200000,0.000000,3.000000,0.000000,47.000000
2015-04-07T18:00:00.000000+0100,54.100000,0.000000,3.000000,0.000000,2.000000
2015-04-07T19:00:00.000000+0100,68.200000,0.000000,1.000000,0.000000,0.000000
2015-04-07T20:00:00.000000+0100,72.800000,0.000000,0.000000,0.000000,0.000000
2015-04-07T21:00:00.000000+0100,76.700000,0.000000,0.000000,0.000000,0.000000
2015-04-07T22:00:00.000000+0100,81.000000,0.000000,-1.000000,0.000000,0.000000
2015-04-07T23:00:00.000000+0100,86.800000,0.000000,-2.000000,0.000000,0.000000
2015-04-08T00:00:00.000000+0100,89.000000,0.000000,-2.000000,0.000000,0.000000
2015-04-08T01:00:00.000000+0100,89.300000,0.000000,-2.000000,0.000000,0.000000
2015-04-08T02:00:00.000000+0100,91.200000,0.000000,-3.000000,1.000000,0.000000
2015-04-08T03:00:00.000000+0100,91.800000,0.000000,-3.000000,0.000000,0.000000
2015-04-08T04:00:00.000000+0100,93.800000,0.000000,-3.000000,0.000000,0.000000
2015-04-08T05:00:00.000000+0100,92.000000,0.000000,-3.000000,0.000000,85.000000
2015-04-08T06:00:00.000000+0100,84.800000,0.000000,-2.000000,0.000000,300.000000
2015-04-08T07:00:00.000000+0100,75.000000,0.000000,0.000000,0.000000,460.000000
2015-04-08T08:00:00.000000+0100,62.100000,0.000000,2.000000,1.000000,607.000000
2015-04-08T09:00:00.000000+0100,42.500000,0.000000,5.000000,0.000000,643.000000
2015-04-08T10:00:00.000000+0100,39.700000,0.000000,5.000000,0.000000,732.000000
2015-04-08T11:00:00.000000+0100,37.700000,0.000000,6.000000,1.000000,776.000000
2015-04-08T12:00:00.000000+0100,34.900000,0.000000,6.000000,1.000000,599.000000
